;Tweet;Sentimen;step01;tokens;final_tokens;step02
213;Lagi, Tim Gugus Tugas Covid 19 Melakukan Penyemprotan di Kawasan Medan Bagian Utara;1.0;lagi tim gugus tugas covid   melakukan penyemprotan di kawasan medan bagian utara;['lagi', 'tim', 'gugus', 'tugas', 'covid', 'melakukan', 'penyemprotan', 'di', 'kawasan', 'medan', 'bagian', 'utara'];['lagi', 'tim', 'gugus', 'tugas', 'covid', 'melakukan', 'penyemprotan', 'di', 'kawasan', 'medan', 'bagian', 'utara'];lagi tim gugus tugas covid melakukan penyemprotan di kawasan medan bagian utara
214;jujur sih udh gapernah ngikutin berita covid bikin pusingg;0.0;jujur sih udh gapernah ngikutin berita covid bikin pusingg;['jujur', 'sih', 'udh', 'gapernah', 'ngikutin', 'berita', 'covid', 'bikin', 'pusingg'];['jujur', 'sih', 'udh', 'gapernah', 'ngikutin', 'berita', 'covid', 'bikin', 'pusingg'];jujur sih udh gapernah ngikutin berita covid bikin pusingg
215;Heran dengan medsos dan media2 mainstream,, yg di angkat kok ojol doang ? Tu banyak yg lebih sengsara kayak buruh bangunan, buruh serabutan yg tanpa covid-19 aja hidupnya sudah kacau,,;1.0;heran dengan medsos dan media mainstream yg di angkat kok ojol doang tu banyak yg lebih sengsara kayak buruh bangunan buruh serabutan yg tanpa covid   aja hidupnya sudah kacau;['heran', 'dengan', 'medsos', 'dan', 'media', 'mainstream', 'yg', 'di', 'angkat', 'kok', 'ojol', 'doang', 'tu', 'banyak', 'yg', 'lebih', 'sengsara', 'kayak', 'buruh', 'bangunan', 'buruh', 'serabutan', 'yg', 'tanpa', 'covid', 'aja', 'hidupnya', 'sudah', 'kacau'];['heran', 'dengan', 'medsos', 'dan', 'media', 'mainstream', 'yg', 'di', 'angkat', 'kok', 'ojol', 'doang', 'tu', 'banyak', 'yg', 'lebih', 'sengsara', 'kayak', 'buruh', 'bangunan', 'buruh', 'serabutan', 'yg', 'tanpa', 'covid', 'aja', 'hidupnya', 'sudah', 'kacau'];heran dengan medsos dan media mainstream yg di angkat kok ojol doang tu banyak yg lebih sengsara kayak buruh bangunan buruh serabutan yg tanpa covid aja hidupnya sudah kacau
216;ASN, TNI, POLRI, pegawai BUMN dilarang mudik.Kudu manut, ora usah ngeyel. Ayo bersatu, semoga Covid 19 segera hilang.Jaga kebersihan, jaga kesehatan.;1.0;asn tni polri pegawai bumn dilarang mudik kudu manut ora usah ngeyel ayo bersatu semoga covid   segera hilang jaga kebersihan jaga kesehatan;['asn', 'tni', 'polri', 'pegawai', 'bumn', 'dilarang', 'mudik', 'kudu', 'manut', 'ora', 'usah', 'ngeyel', 'ayo', 'bersatu', 'semoga', 'covid', 'segera', 'hilang', 'jaga', 'kebersihan', 'jaga', 'kesehatan'];['asn', 'tni', 'polri', 'pegawai', 'bumn', 'dilarang', 'mudik', 'kudu', 'manut', 'ora', 'usah', 'ngeyel', 'ayo', 'bersatu', 'semoga', 'covid', 'segera', 'hilang', 'jaga', 'kebersihan', 'jaga', 'kesehatan'];asn tni polri pegawai bumn dilarang mudik kudu manut ora usah ngeyel ayo bersatu semoga covid segera hilang jaga kebersihan jaga kesehatan
217;Kawasan Physical Distancing Dalam Upaya Pencegahan Covid 19;1.0;kawasan physical distancing dalam upaya pencegahan covid  ;['kawasan', 'physical', 'distancing', 'dalam', 'upaya', 'pencegahan', 'covid'];['kawasan', 'physical', 'distancing', 'dalam', 'upaya', 'pencegahan', 'covid'];kawasan physical distancing dalam upaya pencegahan covid
218;mengalahkan covid.g;0.0;mengalahkan covid;['mengalahkan', 'covid'];['mengalahkan', 'covid'];mengalahkan covid
219;Dua warga Kabupaten Lampung Utara yang dinyatakan positif terpapar Covid-19 dikarantina di komplek Islamic Center Kotabumi.Menurut Plt Bupati Budi Utomo yang juga Ketua Tim Gugus Tugas Penanggulangan Covid-19;0.0;dua warga kabupaten lampung utara yang dinyatakan positif terpapar covid   dikarantina di komplek islamic center kotabumi menurut plt bupati budi utomo yang juga ketua tim gugus tugas penanggulangan covid  ;['dua', 'warga', 'kabupaten', 'lampung', 'utara', 'yang', 'dinyatakan', 'positif', 'terpapar', 'covid', 'dikarantina', 'di', 'komplek', 'islamic', 'center', 'kotabumi', 'menurut', 'plt', 'bupati', 'budi', 'utomo', 'yang', 'juga', 'ketua', 'tim', 'gugus', 'tugas', 'penanggulangan', 'covid'];['dua', 'warga', 'kabupaten', 'lampung', 'utara', 'yang', 'dinyatakan', 'positif', 'terpapar', 'covid', 'dikarantina', 'di', 'komplek', 'islamic', 'center', 'kotabumi', 'menurut', 'plt', 'bupati', 'budi', 'utomo', 'yang', 'juga', 'ketua', 'tim', 'gugus', 'tugas', 'penanggulangan', 'covid'];dua warga kabupaten lampung utara yang dinyatakan positif terpapar covid dikarantina di komplek islamic center kotabumi menurut plt bupati budi utomo yang juga ketua tim gugus tugas penanggulangan covid
220;Camana nak cari rezeki lebih, adakah ada pekerja yg kena buang kerja dgan ekonomi kita yg terganggu sekarang ni disebabkan covid-19... bukannya sekarang masa nak bash atau kecam sana sini pasal isu menteri laa artis laa, kaum itu ini buat hal laa. ;0.0;camana nak cari rezeki lebih adakah ada pekerja yg kena buang kerja dgan ekonomi kita yg terganggu sekarang ni disebabkan covid   bukannya sekarang masa nak bash atau kecam sana sini pasal isu menteri laa artis laa kaum itu ini buat hal laa;['camana', 'nak', 'cari', 'rezeki', 'lebih', 'adakah', 'ada', 'pekerja', 'yg', 'kena', 'buang', 'kerja', 'dgan', 'ekonomi', 'kita', 'yg', 'terganggu', 'sekarang', 'ni', 'disebabkan', 'covid', 'bukannya', 'sekarang', 'masa', 'nak', 'bash', 'atau', 'kecam', 'sana', 'sini', 'pasal', 'isu', 'menteri', 'laa', 'artis', 'laa', 'kaum', 'itu', 'ini', 'buat', 'hal', 'laa'];['camana', 'nak', 'cari', 'rezeki', 'lebih', 'adakah', 'ada', 'pekerja', 'yg', 'kena', 'buang', 'kerja', 'dgan', 'ekonomi', 'kita', 'yg', 'terganggu', 'sekarang', 'ni', 'disebabkan', 'covid', 'bukannya', 'sekarang', 'masa', 'nak', 'bash', 'atau', 'kecam', 'sana', 'sini', 'pasal', 'isu', 'menteri', 'laa', 'artis', 'laa', 'kaum', 'itu', 'ini', 'buat', 'hal', 'laa'];camana nak cari rezeki lebih adakah ada pekerja yg kena buang kerja dgan ekonomi kita yg terganggu sekarang ni disebabkan covid bukannya sekarang masa nak bash atau kecam sana sini pasal isu menteri laa artis laa kaum itu ini buat hal laa
221;Presiden Tidak ada langkah serius hadapi pandemi Covid-19,akan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional .;-1.0;presiden tidak ada langkah serius hadapi pandemi covid   akan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional;['presiden', 'tidak', 'ada', 'langkah', 'serius', 'hadapi', 'pandemi', 'covid', 'akan', 'menjadi', 'bom', 'waktu', 'bagi', 'semua', 'orang', 'indonesia', 'tidak', 'diyerima', 'di', 'dunia', 'internasional'];['presiden', 'tidak', 'ada', 'langkah', 'serius', 'hadapi', 'pandemi', 'covid', 'akan', 'menjadi', 'bom', 'waktu', 'bagi', 'semua', 'orang', 'indonesia', 'tidak', 'diyerima', 'di', 'dunia', 'internasional'];presiden tidak ada langkah serius hadapi pandemi covid akan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional
222;Yang nolak2 jenazah covid 19, apalagi kalo itu nakes, pada ga takut apa ya jenazah mereka ditolak bumi. Gapernah nonton sinetron hidayah apa gimana;0.0;yang nolak jenazah covid   apalagi kalo itu nakes pada ga takut apa ya jenazah mereka ditolak bumi gapernah nonton sinetron hidayah apa gimana;['yang', 'nolak', 'jenazah', 'covid', 'apalagi', 'kalo', 'itu', 'nakes', 'pada', 'ga', 'takut', 'apa', 'ya', 'jenazah', 'mereka', 'ditolak', 'bumi', 'gapernah', 'nonton', 'sinetron', 'hidayah', 'apa', 'gimana'];['yang', 'nolak', 'jenazah', 'covid', 'apalagi', 'kalo', 'itu', 'nakes', 'pada', 'ga', 'takut', 'apa', 'ya', 'jenazah', 'mereka', 'ditolak', 'bumi', 'gapernah', 'nonton', 'sinetron', 'hidayah', 'apa', 'gimana'];yang nolak jenazah covid apalagi kalo itu nakes pada ga takut apa ya jenazah mereka ditolak bumi gapernah nonton sinetron hidayah apa gimana
223;Posko Siaga Covid-19 Data Para Pemudik;1.0;posko siaga covid   data para pemudik;['posko', 'siaga', 'covid', 'data', 'para', 'pemudik'];['posko', 'siaga', 'covid', 'data', 'para', 'pemudik'];posko siaga covid data para pemudik
224;Planning buat liburan ke sabang batall, howalaahh covid covid;0.0;planning buat liburan ke sabang batall howalaahh covid covid;['planning', 'buat', 'liburan', 'ke', 'sabang', 'batall', 'howalaahh', 'covid', 'covid'];['planning', 'buat', 'liburan', 'ke', 'sabang', 'batall', 'howalaahh', 'covid', 'covid'];planning buat liburan ke sabang batall howalaahh covid covid
225;Bagi anda Korban PHK atau dirumahkan akibat penyebaran virus COVID-19, yuk daftarkan diri anda untuk mendapatkan Kartu PRA KERJA. Mudah koq;1.0;bagi anda korban phk atau dirumahkan akibat penyebaran virus covid   yuk daftarkan diri anda untuk mendapatkan kartu pra kerja mudah koq;['bagi', 'anda', 'korban', 'phk', 'atau', 'dirumahkan', 'akibat', 'penyebaran', 'virus', 'covid', 'yuk', 'daftarkan', 'diri', 'anda', 'untuk', 'mendapatkan', 'kartu', 'pra', 'kerja', 'mudah', 'koq'];['bagi', 'anda', 'korban', 'phk', 'atau', 'dirumahkan', 'akibat', 'penyebaran', 'virus', 'covid', 'yuk', 'daftarkan', 'diri', 'anda', 'untuk', 'mendapatkan', 'kartu', 'pra', 'kerja', 'mudah', 'koq'];bagi anda korban phk atau dirumahkan akibat penyebaran virus covid yuk daftarkan diri anda untuk mendapatkan kartu pra kerja mudah koq
226;bersama, bersatu lawan penyebaran virus Corona Covid-19, Jaga kesehatan, jauhi kerumunan, cuci tangan pakai sabun serta tetap ...Infolingga.;1.0;bersama bersatu lawan penyebaran virus corona covid   jaga kesehatan jauhi kerumunan cuci tangan pakai sabun serta tetap infolingga;['bersama', 'bersatu', 'lawan', 'penyebaran', 'virus', 'corona', 'covid', 'jaga', 'kesehatan', 'jauhi', 'kerumunan', 'cuci', 'tangan', 'pakai', 'sabun', 'serta', 'tetap', 'infolingga'];['bersama', 'bersatu', 'lawan', 'penyebaran', 'virus', 'corona', 'covid', 'jaga', 'kesehatan', 'jauhi', 'kerumunan', 'cuci', 'tangan', 'pakai', 'sabun', 'serta', 'tetap', 'infolingga'];bersama bersatu lawan penyebaran virus corona covid jaga kesehatan jauhi kerumunan cuci tangan pakai sabun serta tetap infolingga
227;"Bencana Nasional Covid-19; Satu Warga Positif Corona, Pemprov NTT Koordinasi dengan Kemenkes |";1.0;bencana nasional covid   satu warga positif corona pemprov ntt koordinasi dengan kemenkes;['bencana', 'nasional', 'covid', 'satu', 'warga', 'positif', 'corona', 'pemprov', 'ntt', 'koordinasi', 'dengan', 'kemenkes'];['bencana', 'nasional', 'covid', 'satu', 'warga', 'positif', 'corona', 'pemprov', 'ntt', 'koordinasi', 'dengan', 'kemenkes'];bencana nasional covid satu warga positif corona pemprov ntt koordinasi dengan kemenkes
228;Hingga saat ini Korut mengklaim masih terbebas dari virus COVID-19. Padahal, dua negara yang mengapitnya, yakni Kosel dan China menjadi episentrum.;0.0;hingga saat ini korut mengklaim masih terbebas dari virus covid   padahal dua negara yang mengapitnya yakni kosel dan china menjadi episentrum;['hingga', 'saat', 'ini', 'korut', 'mengklaim', 'masih', 'terbebas', 'dari', 'virus', 'covid', 'padahal', 'dua', 'negara', 'yang', 'mengapitnya', 'yakni', 'kosel', 'dan', 'china', 'menjadi', 'episentrum'];['hingga', 'saat', 'ini', 'korut', 'mengklaim', 'masih', 'terbebas', 'dari', 'virus', 'covid', 'padahal', 'dua', 'negara', 'yang', 'mengapitnya', 'yakni', 'kosel', 'dan', 'china', 'menjadi', 'episentrum'];hingga saat ini korut mengklaim masih terbebas dari virus covid padahal dua negara yang mengapitnya yakni kosel dan china menjadi episentrum
229;Kapolrestabes Semarang Bersama Forkopimda Kota Semarang Memberikan Himbauan Kepada Masyarakat untuk Memakai Masker, Jaga Kebersihan dan Tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid 19.;1.0;kapolrestabes semarang bersama forkopimda kota semarang memberikan himbauan kepada masyarakat untuk memakai masker jaga kebersihan dan tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid  ;['kapolrestabes', 'semarang', 'bersama', 'forkopimda', 'kota', 'semarang', 'memberikan', 'himbauan', 'kepada', 'masyarakat', 'untuk', 'memakai', 'masker', 'jaga', 'kebersihan', 'dan', 'tetap', 'di', 'rumah', 'guna', 'memutus', 'mata', 'rantai', 'penyebaran', 'virus', 'corona', 'atau', 'covid'];['kapolrestabes', 'semarang', 'bersama', 'forkopimda', 'kota', 'semarang', 'memberikan', 'himbauan', 'kepada', 'masyarakat', 'untuk', 'memakai', 'masker', 'jaga', 'kebersihan', 'dan', 'tetap', 'di', 'rumah', 'guna', 'memutus', 'mata', 'rantai', 'penyebaran', 'virus', 'corona', 'atau', 'covid'];kapolrestabes semarang bersama forkopimda kota semarang memberikan himbauan kepada masyarakat untuk memakai masker jaga kebersihan dan tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid
230;Kalo ga covid hari ini tuh udah H-2 nangis di pojokan;0.0;kalo ga covid hari ini tuh udah   nangis di pojokan;['kalo', 'ga', 'covid', 'hari', 'ini', 'tuh', 'udah', 'nangis', 'di', 'pojokan'];['kalo', 'ga', 'covid', 'hari', 'ini', 'tuh', 'udah', 'nangis', 'di', 'pojokan'];kalo ga covid hari ini tuh udah nangis di pojokan
231;Ketularan Covid-19 dari Pemudik Jakarta, Kota Kediri Tambah 1 Kasus Positif;0.0;ketularan covid   dari pemudik jakarta kota kediri tambah   kasus positif;['ketularan', 'covid', 'dari', 'pemudik', 'jakarta', 'kota', 'kediri', 'tambah', 'kasus', 'positif'];['ketularan', 'covid', 'dari', 'pemudik', 'jakarta', 'kota', 'kediri', 'tambah', 'kasus', 'positif'];ketularan covid dari pemudik jakarta kota kediri tambah kasus positif
232;SIAPAPUN YANG BERPOLITIK DI TENGAH WABAH COVID 19 ITU TIDAK PEDULI RAKYAT!!!!;1.0;siapapun yang berpolitik di tengah wabah covid   itu tidak peduli rakyat;['siapapun', 'yang', 'berpolitik', 'di', 'tengah', 'wabah', 'covid', 'itu', 'tidak', 'peduli', 'rakyat'];['siapapun', 'yang', 'berpolitik', 'di', 'tengah', 'wabah', 'covid', 'itu', 'tidak', 'peduli', 'rakyat'];siapapun yang berpolitik di tengah wabah covid itu tidak peduli rakyat
233;bersama, bersatu melawan penyebaran virus Corona Covid-19 di Kabupaten Lingga, Jaga kesehatan, jauhi kerumunan, cuci tangan pakai sabun serta tetap ...Infolingga Info ;1.0;bersama bersatu melawan penyebaran virus corona covid   di kabupaten lingga jaga kesehatan jauhi kerumunan cuci tangan pakai sabun serta tetap infolingga info;['bersama', 'bersatu', 'melawan', 'penyebaran', 'virus', 'corona', 'covid', 'di', 'kabupaten', 'lingga', 'jaga', 'kesehatan', 'jauhi', 'kerumunan', 'cuci', 'tangan', 'pakai', 'sabun', 'serta', 'tetap', 'infolingga', 'info'];['bersama', 'bersatu', 'melawan', 'penyebaran', 'virus', 'corona', 'covid', 'di', 'kabupaten', 'lingga', 'jaga', 'kesehatan', 'jauhi', 'kerumunan', 'cuci', 'tangan', 'pakai', 'sabun', 'serta', 'tetap', 'infolingga', 'info'];bersama bersatu melawan penyebaran virus corona covid di kabupaten lingga jaga kesehatan jauhi kerumunan cuci tangan pakai sabun serta tetap infolingga info
234;Banyak tanggal merah pas lagi wabah covid-19;0.0;banyak tanggal merah pas lagi wabah covid  ;['banyak', 'tanggal', 'merah', 'pas', 'lagi', 'wabah', 'covid'];['banyak', 'tanggal', 'merah', 'pas', 'lagi', 'wabah', 'covid'];banyak tanggal merah pas lagi wabah covid
235;Pejuang covid..;1.0;pejuang covid;['pejuang', 'covid'];['pejuang', 'covid'];pejuang covid
236;Gpp nyai mendingan gitu hibur diri daripada keluar rumah, tetap sehat nyai semoga Alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin YRA;1.0;gpp nyai mendingan gitu hibur diri daripada keluar rumah tetap sehat nyai semoga alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin yra;['gpp', 'nyai', 'mendingan', 'gitu', 'hibur', 'diri', 'daripada', 'keluar', 'rumah', 'tetap', 'sehat', 'nyai', 'semoga', 'alloh', 'melindungi', 'dan', 'menjauhkan', 'wabah', 'covid', 'utk', 'kita', 'semua', 'aamiin', 'yra'];['gpp', 'nyai', 'mendingan', 'gitu', 'hibur', 'diri', 'daripada', 'keluar', 'rumah', 'tetap', 'sehat', 'nyai', 'semoga', 'alloh', 'melindungi', 'dan', 'menjauhkan', 'wabah', 'covid', 'utk', 'kita', 'semua', 'aamiin', 'yra'];gpp nyai mendingan gitu hibur diri daripada keluar rumah tetap sehat nyai semoga alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin yra
237;30.000 Lebih Narapidana Bebas di Tengah Wabah Covid-19, Termasuk Koruptor?Kebayang ga sih klo kita sudah susah payah menangkap tikus sampai dapat banyak bgt -itupun blm semuanya-, eeehh... Tau2 mau dilepaskan. Kyk apa jadinya rumah kita? ;0.0;    lebih narapidana bebas di tengah wabah covid   termasuk koruptor kebayang ga sih klo kita sudah susah payah menangkap tikus sampai dapat banyak bgt itupun blm semuanya eeehh tau mau dilepaskan kyk apa jadinya rumah kita;['lebih', 'narapidana', 'bebas', 'di', 'tengah', 'wabah', 'covid', 'termasuk', 'koruptor', 'kebayang', 'ga', 'sih', 'klo', 'kita', 'sudah', 'susah', 'payah', 'menangkap', 'tikus', 'sampai', 'dapat', 'banyak', 'bgt', 'itupun', 'blm', 'semuanya', 'eeehh', 'tau', 'mau', 'dilepaskan', 'kyk', 'apa', 'jadinya', 'rumah', 'kita'];['lebih', 'narapidana', 'bebas', 'di', 'tengah', 'wabah', 'covid', 'termasuk', 'koruptor', 'kebayang', 'ga', 'sih', 'klo', 'kita', 'sudah', 'susah', 'payah', 'menangkap', 'tikus', 'sampai', 'dapat', 'banyak', 'bgt', 'itupun', 'blm', 'semuanya', 'eeehh', 'tau', 'mau', 'dilepaskan', 'kyk', 'apa', 'jadinya', 'rumah', 'kita'];lebih narapidana bebas di tengah wabah covid termasuk koruptor kebayang ga sih klo kita sudah susah payah menangkap tikus sampai dapat banyak bgt itupun blm semuanya eeehh tau mau dilepaskan kyk apa jadinya rumah kita
238;PHYSICAL DISTANCING MEMUTUS RANTAI PENYEBARAN COVID-19;1.0;physical distancing memutus rantai penyebaran covid  ;['physical', 'distancing', 'memutus', 'rantai', 'penyebaran', 'covid'];['physical', 'distancing', 'memutus', 'rantai', 'penyebaran', 'covid'];physical distancing memutus rantai penyebaran covid
239;Seram: Jatuh Tempo Massal Covid-19 di USA, Bagaimana dengan Indonesia? -;0.0;seram jatuh tempo massal covid   di usa bagaimana dengan indonesia;['seram', 'jatuh', 'tempo', 'massal', 'covid', 'di', 'usa', 'bagaimana', 'dengan', 'indonesia'];['seram', 'jatuh', 'tempo', 'massal', 'covid', 'di', 'usa', 'bagaimana', 'dengan', 'indonesia'];seram jatuh tempo massal covid di usa bagaimana dengan indonesia
240;Repotnya Sissy Priscillia Dampingi Anak Sekolah sambil Bekerja dari Rumah Selama Wabah Covid-19;0.0;repotnya sissy priscillia dampingi anak sekolah sambil bekerja dari rumah selama wabah covid  ;['repotnya', 'sissy', 'priscillia', 'dampingi', 'anak', 'sekolah', 'sambil', 'bekerja', 'dari', 'rumah', 'selama', 'wabah', 'covid'];['repotnya', 'sissy', 'priscillia', 'dampingi', 'anak', 'sekolah', 'sambil', 'bekerja', 'dari', 'rumah', 'selama', 'wabah', 'covid'];repotnya sissy priscillia dampingi anak sekolah sambil bekerja dari rumah selama wabah covid
241;Tak Kenal Lelah, Tim Gugus Tugas Covid 19 Kembali Semprot Pemukiman Padat Penduduk di Belawan;1.0;tak kenal lelah tim gugus tugas covid   kembali semprot pemukiman padat penduduk di belawan;['tak', 'kenal', 'lelah', 'tim', 'gugus', 'tugas', 'covid', 'kembali', 'semprot', 'pemukiman', 'padat', 'penduduk', 'di', 'belawan'];['tak', 'kenal', 'lelah', 'tim', 'gugus', 'tugas', 'covid', 'kembali', 'semprot', 'pemukiman', 'padat', 'penduduk', 'di', 'belawan'];tak kenal lelah tim gugus tugas covid kembali semprot pemukiman padat penduduk di belawan
242;Begitu ntar bnyak yg kena covid si miskin yg dituduh bawa virus ya nasib jadi org miskin ky gw kuli proyek,sopir ambulans dan kang gali kubur bakal kena getahnya lindungi kami kaum Miskin ya Rabb..;1.0;begitu ntar bnyak yg kena covid si miskin yg dituduh bawa virus ya nasib jadi org miskin ky gw kuli proyek sopir ambulans dan kang gali kubur bakal kena getahnya lindungi kami kaum miskin ya rabb;['begitu', 'ntar', 'bnyak', 'yg', 'kena', 'covid', 'si', 'miskin', 'yg', 'dituduh', 'bawa', 'virus', 'ya', 'nasib', 'jadi', 'org', 'miskin', 'ky', 'gw', 'kuli', 'proyek', 'sopir', 'ambulans', 'dan', 'kang', 'gali', 'kubur', 'bakal', 'kena', 'getahnya', 'lindungi', 'kami', 'kaum', 'miskin', 'ya', 'rabb'];['begitu', 'ntar', 'bnyak', 'yg', 'kena', 'covid', 'si', 'miskin', 'yg', 'dituduh', 'bawa', 'virus', 'ya', 'nasib', 'jadi', 'org', 'miskin', 'ky', 'gw', 'kuli', 'proyek', 'sopir', 'ambulans', 'dan', 'kang', 'gali', 'kubur', 'bakal', 'kena', 'getahnya', 'lindungi', 'kami', 'kaum', 'miskin', 'ya', 'rabb'];begitu ntar bnyak yg kena covid si miskin yg dituduh bawa virus ya nasib jadi org miskin ky gw kuli proyek sopir ambulans dan kang gali kubur bakal kena getahnya lindungi kami kaum miskin ya rabb
243;Berapa banyak bahan kempen dia mahu padam da... Daripada release, padam... release, padam macam ni... lebih baik dok dendiam wat keje yg org tk nampak, takyah wat kempen langsung. Save wang kerajaan, boleh masuk tabung Covid-19 tolong rakyat.;0.0;berapa banyak bahan kempen dia mahu padam da daripada release padam release padam macam ni lebih baik dok dendiam wat keje yg org tk nampak takyah wat kempen langsung save wang kerajaan boleh masuk tabung covid   tolong rakyat;['berapa', 'banyak', 'bahan', 'kempen', 'dia', 'mahu', 'padam', 'da', 'daripada', 'release', 'padam', 'release', 'padam', 'macam', 'ni', 'lebih', 'baik', 'dok', 'dendiam', 'wat', 'keje', 'yg', 'org', 'tk', 'nampak', 'takyah', 'wat', 'kempen', 'langsung', 'save', 'wang', 'kerajaan', 'boleh', 'masuk', 'tabung', 'covid', 'tolong', 'rakyat'];['berapa', 'banyak', 'bahan', 'kempen', 'dia', 'mahu', 'padam', 'da', 'daripada', 'release', 'padam', 'release', 'padam', 'macam', 'ni', 'lebih', 'baik', 'dok', 'dendiam', 'wat', 'keje', 'yg', 'org', 'tk', 'nampak', 'takyah', 'wat', 'kempen', 'langsung', 'save', 'wang', 'kerajaan', 'boleh', 'masuk', 'tabung', 'covid', 'tolong', 'rakyat'];berapa banyak bahan kempen dia mahu padam da daripada release padam release padam macam ni lebih baik dok dendiam wat keje yg org tk nampak takyah wat kempen langsung save wang kerajaan boleh masuk tabung covid tolong rakyat
