,TIDAK BAKU,BAKU
4860,society,masyarakat
4861,sosayeti,masyarakat
4862,sosmed,media sosial
4863,sistemik,mempengaruhi seluruh sistem
4864,takut2i,menakuti
4865,takut2inya,menakutinya
4866,tandingi,menandingi
4867,tangisi,menangisi
4868,skripsian,mengerjakan skripsi
4869,showeran,menggunakan shower
4870,stalking2,mengintai
4871,syiah2ahkan,mensyiahkan
4872,sikapi,menyikapi
4873,stray,menyimpang
4874,sofil,mesofil
4875,sminimal,minimal
4876,supporternya,pendukungnya
4877,subeyers,pengikut susilo bambang yudhoyono
4878,striker,penyerang
4879,statemen,pernyataan
4880,statement,pernyataan
4881,steitmen,pernyataan
4882,statementny,pernyataannya
4883,stock,persediaan
4884,stocknya,persediaannya
4885,singgahan,persinggahan
4886,smart,pintar
4887,spuas,puas
4888,shaum,puasa
4889,shah,sah
4890,ssham,saham
4891,shahih,sahih
4892,slaahin,salahkan
4893,slaam,salam
4894,shalat,salat
4895,shalatu,salat
4896,sholat,salat
4897,shalatjumat,salat jumat
4898,soljum,salat jumat
4899,shaleh,saleh
4900,shalih,saleh
4901,sholeh,saleh
4902,soleh,saleh
4903,spg,sales promotion girl
4904,soleha,salihah
4905,solehah,salihah
4906,shallallaahu,sallallahu alaihi wasallam
4907,smaa,sama
4908,sm2,sama sama
4909,smpah,sampah
4910,smpek,sampai
4911,sonoh,sana
4912,songo,sanga
4913,sngat,sangat
4914,snge,sange
4915,sodar,saudara
4916,soudara,saudara
4917,sodara2,saudara saudara
4918,sudara2,saudara saudara
4919,sodaranya,saudaranya
4920,syaa,saya
4921,syang,sayang
4922,ss,screenshoot
4923,sodakoh,sedekah
4924,shrnya,seharusnya
4925,shrs,seharusnya
4926,shrsnya,seharusnya
4927,shg,sehingga
4928,shingga,sehingga
4929,since,sejak
4930,sjk,sejak
4931,sjrah,sejarah
4932,sjumlah,sejumlah
4933,skdr,sekadar
4934,skak,sekak
4935,skakmat,sekakmat
4936,skl,sekali
4937,skli,sekali
4938,sisan,sekalian
4939,skaligus,sekaligus
4940,sklgs,sekaligus
4941,sklinya,sekalinya
4942,skng,sekarang
4943,skian,sekian
4944,skt,sekitar
4945,sktr,sekitar
4946,skulah,sekolah
4947,swkolah,sekolah
4948,sman,sekolah menengah atas negeri
4949,smk,sekolah menengah kejuruan
4950,smp2019,sekolah menengah pertama 2019
4951,smpn,sekolah menengah pertama negeri
4952,slain,selain
4954,slma,selama
4955,shalawat,selawat
4956,slengkapnya,selengkapnya
4957,slsai,selesai
4958,slesaikan,selesaikan
4959,slsaikan,selesaikan
4960,slrh,seluruh
4961,slruh,seluruh
4962,slusup,selusup
4963,smkin,semakin
4964,smkn,semakin
4965,ssemangatpagi,semangat pagi
4966,smasa,semasa
4967,smaunya,semaunya
4968,smntara,sementara
4969,smntra,sementara
4970,smntarany,sementaranya
4971,smestinya,semestinya
4972,smpurna,sempurna
4973,sumingrah,semringah
4974,smanya,semuanya
4975,skj,senam kesehatan jasmani
4976,smirk,senyum menyeringai
4977,spanjang,sepanjang
4978,sparatis,separatis
4979,spemkiirannya,sepemikiranya
4980,speti,seperti
4981,sprtinya,sepertinya
4982,sptnya,sepertinya
4983,sptr,seputar
4984,syarwan,seriawan
4985,spsi,serikat pekerja seluruh indonesia
4986,sring,sering
4987,shm,sertifikat hak milik
4988,sruput,seruput
4989,ssk,sesak
4990,ssat,sesat
4991,ssuai,sesuai
4992,stb,set top box
4993,syaiton,setan
4994,syaitonn,setan
4995,syetan,setan
4996,syetann,setan
4997,stimpal,setimpal
5000,syallom,shalom
5001,sif,shift
5002,siha,shihab
5003,sihab,shihab
5004,syihaab,shihab
5005,syihab,shihab
5006,shintadwi05,shinta
5007,sholaatu,sholatu
5008,sholah,sholatu
5009,sianying,si anjing
5010,sianu,si anu
5011,sibabi,si babi
5012,sibayik,si bayi
5013,sicario,si cario
5014,sicepat,si cepat
5015,sicepatberkualitas,si cepat berkualitas
5016,sindut,si gendut
5017,sigoblok,si goblok
5018,sikribo,si kribo
5019,simulut,si mulut
5020,sipenista,si penista
5021,sireena,si reena
5022,sitante,si tante
5023,sia2,sia sia
5024,siaall,sial
5025,siall,sial
5026,siel,sial
5027,syial,sial
5028,sialaan,sialan
5029,siaap,siap
5030,siapp,siap
5031,siyaap,siap
5032,siyaph,siap
5033,siapsableng,siap sableng
5034,siap2,siap siap
5035,siape,siapa
5036,siapaaniessandi,siapa anies sandi
5037,siapepun,siapapun
5038,sidangahok,sidang ahok
5039,shiddiq,sidik
5040,shidiq,sidik
5041,siddiq,sidik
5042,sidomuncul,sido muncul
5043,sidoharjo,sidoarjo
5044,sidogirimedia,sidogiri media
5045,sifatnys,sifatnya
5046,silipis,sifilis
5047,sihh,sih
5049,siichh,sih
5050,sik,sih
5051,sikap2,sikap sikap
5052,sikapny,sikapnya
5053,sikahkan,silahkan
5054,silahkan,silakan
5055,silap2,silap silap
5056,sihite,silit
5057,silvi,silvy
5058,silvyy,silvy
5059,simakrama,sima krama
5060,symphony,simfoni
5061,sinaronline,sinar online
5062,sndr,sindir
5063,sindir2,sindir sindir
5064,sindroma,sindrom
5065,syndrome,sindrom
5066,sinergibumn,sinergi badan usaha milik negara
5067,singo,singa
5068,singapore,singapura
5069,singapur,singapura
5070,sinbiy,sinis
5071,signal,sinyal
5072,sib,sip
5073,sifit,sipit
5074,sipitin,sipit
5075,sisa2,sisa sisa
5076,sikda,sistem informasi kesehatan daerah
5077,sistem2,sistem sistem
5078,systeamnya,sistemnya
5079,systemnya,sistemnya
5080,sisturr,sister
5081,stu,situ
5082,sikon,situasi kondisi
5083,skillab,skill lab
5084,sleeves,sleeve
5085,smesco,small and medium enterprises and cooperatives
5086,smashblast,smash blast
5087,smashisback,smash is back
5088,smswa,sms whats app
5089,soklin,so klin
5090,somin,so min
5091,sidomi,sodomi
5092,sodorin,sodori
5093,suharto,soeharto
5094,sukano,soekarno
5095,sukarno,soekarno
5096,soekarnoputri,soekarno putri
5097,sukarnoputri,soekarno putri
5098,soign„,soigne
5099,sotipu,sok menipu
5100,sok2,sok sok
5101,sotau,sok tau
5102,sotooy,sok tau
5103,sotta,sok tau
5104,solerout,soler out
5105,ssd,solid state drive
5106,solvability,solvabilitas
5107,soplak,somplak
5108,sooman,soo man
5109,soonyoung,soon young
5110,sorre,sore
5111,social,sosial
5112,sosial‚ malaysia,sosialita malaysia
5113,sovyet,soviet
5114,special,spesial
5115,spesis,spesies
5116,specific,spesifik
5117,specifik,spesifik
5118,spek,spesifikasi
5119,spiderman,spider man
5120,spidermen,spider man
5121,spiritofdiversity,spirit for diversity
5122,spiritgn,spirit gebyar nusantara
5123,sportifitas,sportivitas
5124,srimulyani,sri mulyani
5125,sriyonoyn,sri yono
5126,sstt,sst
5127,stabilkan,stabilkan
5128,staff,staf
5129,stafsus,staf khusus
5130,stagan,stagnan
5131,standup,stand up
5132,staguf,staquf
5133,strabuck,starbucks
5134,sta,stasiun
5135,statust,status
5136,stereotif,stereotip
5137,stereotipenya,stereotipnya
5138,stopcomparingmyselftoother,stop comparing my self to other
5139,stophoax,stop hoaks
5140,stopkriminalisasiulama,stop kriminalisasi ulama
5141,stoptkachina,stop tenaga kerja asing cina
5142,strategicactionteam,strategic action team
5143,street1,street
5144,stress,stres
5145,striped,stripped
5146,stoke,strok
5147,stroke,strok
5148,suara2,suara suara
5149,swt,subhanahu wa taala
5150,subsidisilangkonten,subsidi silang konten
5151,subu,subuh
5152,sudahq,sudah
5153,sudirmanida,sudirman ida
5154,sudrajatsyaikhu,sudrajat syaikhu
5155,skaa,suka
5156,sukak,suka
5157,suke,suka
5158,syukaa,suka
5159,suka2,suka suka
5160,skskkajanx,suka suka kamu saja anjing
5161,sukanyaa,sukanya
5162,sukmo,sukma
5163,sukamwati,sukmawati
5164,sukmakumati,sukmawati
5165,sukmawati,sukmawati
5166,success,sukses
5167,suksreb,sukses
5168,sukubangsa,suku bangsa
5169,slusap,sulap
5170,sulawasi,sulawesi
5171,sulsel,sulawesi selatan
5172,sulteng,sulawesi tengah
5173,sulidd,sulit
5174,sultans,sultan
5175,sumater,sumatra
5176,sumatera,sumatra
5177,sumsel,sumatra selatan
5178,sumut,sumatra utara
5179,sumut1,sumatra utara
5180,sumutbersih,sumatra utara bersih
5181,sumutpilih2djoss,sumatra utara pilih dua jos
5182,sumpa,sumpah
5183,sumpaah,sumpah
5184,swear,sumpah
5185,sum2,sumsum
5186,sundel,sundal
5187,sungailiat,sungai liat
5188,sunggu,sungguh
5189,suparj,suparji
5190,super‚,super
5191,superr,super
5192,supper,super
5193,suju,super junior
5194,superketat,super ketat
5195,superiorprinting,superior printing
5196,suply,supply
5197,suroboyo,surabaya
5198,surambray,suram bro
5199,sk,surat keputusan
5200,sko,surat keputusan otorisasi
5201,skck,surat keterangan catatan kepolisian
5202,spt,surat pemberitahuan tahunan
5203,sp3,surat perintah penghentian penyidikan
5204,spj,surat pertanggungjawaban
5205,surat2nya,surat suratnya
5206,surg,surga
5207,sri‚,suriah
5208,syria,suriah
5209,syriac,suriah
5210,suru,suruh
5211,survey,survei
5212,sshh,susah
5213,susehh,susah
5214,sush,susah
5215,susih,susah
5216,susi‚,susi
5217,susy,susi
5218,subeye,susilo bambang yudhoyono
5219,suudzon,suuzan
5220,suuzon,suuzan
5221,swamsembada,swasembada
5222,sweping,sweeping
5223,switi,sweety
5224,syafi,syafii
5225,syafie,syafii
5226,sjafruddin,syafruddin
5227,syaikhu,syaikhona
5228,syaykhunaa,syaikhuna
5229,syair2nya,syair syairnya
5230,syaitanir,syaithanir
5231,syakri,syakir
5232,sjamsuddin,syamsuddin
5233,syamsudin,syamsuddin
5234,syaret,syarat
5235,syarat2,syarat syarat
5236,syari,syariat
5237,syariah,syariat
5238,syariat2,syariat
5239,syariahwealthcoach,syariat wealth coach
5240,sheikh,syekh
5241,syeikh,syekh
5242,shi,syiah
5243,shia,syiah
5244,syi,syiah
5245,sihar,syiar
5246,sukuran,syukuran
5247,syukuran,syukuran
5248,syukrlah,syukurlah
5249,syuro,syura
5250,taawudz,taawuz
5251,tabayyun,tabayun
5252,tabligh,tablig
5253,tampol,tabok
5254,tadika,tadikan
5255,tag‚,tag
5256,tahanpenista,tahan penista
5257,tahap2nya,tahap tahapnya
5258,tahtah,tahta
5259,tahunya,tahunnya
5260,taeekk,tai
5261,taek,tai
5262,taekk,tai
5263,tahey,tai
5264,taii,tai
5265,taikk,tai
5266,taj,tai
5267,taipan2,taipan taipan
5268,takde,tak ada
5269,takadacintasepertimu,tak ada cinta sepertimu
5270,takan,tak akan
5271,takkan,tak akan
5272,takpe,tak apa
5273,taknak,tak mau
5274,taktahu,tak tau
5275,takpayah,tak usah
5276,takabburnya,takaburnya
5277,takbirallauakbar,takbir allahu akbar
5278,tajil,takjil
5279,tacut,takut
5280,takot,takut
5281,takuut,takut
5282,takut2,takut takut
5283,tal‚,tala
5284,tambsh,tambah
5285,tambain,tambahkan
5286,tampakan,tampakkan
5287,tamparin,tampari
5288,tampiln,tampilan
5289,tanahekan,tanah ekan
5290,tancep,tancap
5291,tanda2,tanda tanda
5292,tandatangan,tanda tangan
5293,tandatangani,tanda tangani
5294,tanganin,tangani
5295,tanggepin,tanggapi
5296,tanggungjawab,tanggung jawab
5297,tanggung2,tanggung tanggung
5298,tangkappengunggahchatmesum,tangkap pengunggah obrolan mesum
5299,tangkapsukmawati,tangkap sukmawati
5300,tankap2,tangkap tangkap
5301,tandjung,tanjung
5302,tanjungpinang,tanjung pinang
5303,tanp,tanpa
5304,tanpacacimakidanfitnah,tanpa caci maki dan fitnah
5305,tantebinal,tante binal
5306,tantebugil,tante bugil
5307,tantegirang,tante girang
5308,tantekesepian,tante kesepian
5309,tantemontok,tante montok
5310,tantesemo,tante semok
5311,taau,tau
5312,soulmatenya,teman akrabnya
5313,t4,tempat
5314,specheslah,terdiam
5315,suwon,terima kasih
5316,t3ta,tetap
5317,t3tapjokowi2019,tetap jokowi 2019
5318,taif,thaif
5319,tailand,thailand
5320,takleh,tidaklah
5321,tadz,ustaz
5322,smh,ya ampun
5323,syaitu,yaitu
5324,tul,betul
5325,titipin,dititipkan
5326,tuhh,itu
5327,tukan,itukan
5328,tongseriusteuingah,jangan serius banget ah
5329,thaa,kah
5330,testcase,kasus tes
5331,trangan,lebih terang
5332,timeline,lini masa
5333,timeline2,lini masa
5334,tumpakke,menaikan
5335,tewaskan,menewaskan
5336,toong,mengintip
5337,tidurin,meniduri
5338,tindaklanjuti,menindaklanjuti
5339,torehkan,menorehkan
5340,terspektakuler,paling spektakuler
5341,thinkers,pemikir
5342,tetel,potong
5343,tsah,sah
5344,trash,sampah
5345,tetiba,setibanya
5346,tidaknya,setidaknya
5347,than,tahan
5348,teu,tau
5349,thu,tahu
5350,th,tahun
5351,tmii,taman mini indonesia indah
5352,tmhain,tambahkan
5353,thampines,tampines
5354,tnah,tanah
5355,tnh,tanah
5356,tngan,tangan
5358,tnp,tanpa
5359,tgk,tegak
5360,tgur,tegur
5361,theist,teisme
5362,tex,teks
5363,tlah,telah
5364,tivi,televisi
5365,tipinya,televisinya
5366,tmn2,teman teman
5367,tkp,tempat kejadian perkara
5368,tps,tempat pemungutan suara
5369,tka,tenaga kerja asing
5370,tkacinatakterkendali,tenaga kerja asing cina tak terkendali
5371,tki,tenaga kerja indonesia
5372,tkw,tenaga kerja wanita
5373,tngok,tengok
5374,tntg,tentang
5375,tni,tentara nasional indonesia
5376,tmmd,tentara nasional indonesia manunggal membangun desa
5377,tiori,teori
5378,trakhir,terakhir
5379,trang,terang
5380,traniaya,teraniaya
5381,tras,teras
5382,trasa,terasa
5383,trerasi,terasi
5384,trbaik,terbaik
5385,terupdate,terbaru
5386,trbuang,terbuang
5387,trbuka,terbuka
5388,terxium,tercium
5389,trhadap,terhadap
5391,triak,teriak
5392,treak2,teriak teriak
5393,thank,terima kasih
5394,thaqeef,terima kasih
5395,trimakasih,terima kasih
5396,thankful,terima kasih banyak
5397,trjd,terjadi
5398,trjdi,terjadi
5399,trkdg,terkadang
5400,trkendali,terkendali
5401,trlebih,terlebih
5402,trlewat,terlewat
5403,trlibat,terlibat
5404,trmsuk,termasuk
5405,trsalurkan,tersalurkan
5407,tetsesat,tersesat
5408,trsusun,tersusun
5409,ttd,tertanda
5410,ttntng,tertantang
5411,trtarik,tertarik
5412,trtentu,tertentu
5413,ttntu,tertentu
5414,tertaip,tertib
5415,tertylap,tertilap
5416,tetibaan,tertimpa
5417,ttindas,tertindas
5418,texted,tertulis
5419,trubus,terubus
5420,teruus,terus
5421,teus,terus
5422,terus2an,terus terusan
5423,truskan,teruskan
5424,truz,teruskan
5425,terurama,terutama
5426,teruta,terutama
5427,test,tes
5428,testi,testimoni
5429,testimony,testimoni
5430,tetang,tetangga
5431,teta,tetap
5432,teteepp,tetap
5433,tetapjokowi,tetap jokowi
5434,tetapjokowi2019,tetap jokowi 2019
5435,thai,thailand
5436,themuslim500,the muslim
5437,therichchenle,the rich chenle
5438,thestoryofgod,the story of god
5439,theorikal,theoretical
5440,tomas,thomas
5441,thomasubercup2018,thomas uber cup 2018
5442,tho,though
5443,ts,thread starter
5444,tiap2,tiap tiap
5445,tibatiba,tiba tiba
5446,tibe2,tiba tiba
5447,tida,tidak
5448,tidack,tidak
5449,tidah,tidak
5450,tidakbb,tidak
5451,tidk,tidak
5452,tido,tidak
5453,tikep,tidore kepulauan
5454,tigebelas,tiga belas
5455,tiga2,tiga tiga
5456,tikaudjoonbahanafm,tika udjo on bahana fm
5457,tiker,tikar
5458,tikus2,tikus tikus
5459,tililing,tiling
5460,tpf,tim pencari fakta
5461,timtim,tim tim
5462,timnasday,timnas day
5463,timorpride2018,timor periode 2018
5464,timteng,timur tengah
5465,tingga,tinggal
5467,tgg,tinggi
5468,tggi,tinggi
5469,tghh,tinggi
5470,tnggi,tinggi
5471,tingkalakunya,tingkah lakunya
5472,tkatkan,tingkatan
5473,tingkatin,tingkatkan
5474,tingkatkan‚ investasi,tingkatkan investasi
5475,tinjah,tinja
5476,tinto,tinta
5477,thionghoa,tionghoa
5478,tionghua,tionghoa
5479,tionghwa,tionghoa
5480,tiptop,tip top
5481,thyroid,tiroid
5482,tititsma,titit sma
5483,tititsmp,titit smp
5484,tohh,toh
5485,thok,tok
5486,toke2,tokek tokek
5487,toketgede,toket gede
5488,toketmulus,toket mulus
5489,tokosrikandi,toko srikandi
5490,toko2,toko toko
5491,tkoh,tokoh
5492,tokohmuslimberpengaruh,tokoh muslim berpengaruh
5493,tokohperubahan,tokoh perubahan
5494,tokoh2,tokoh tokoh
5495,tokyoghoul,tokyo ghoul
5496,tolakcukaiilegal,tolak cukai ilegal
5497,tolakdap,tolak dewan adat papua
5498,tolakpakatan,tolak pakatan
5499,tolakpemimpinkafir,tolak pemimpin kafir
5500,tolakperppuantiislam,tolak peraturan pemerintah pengganti undang undang anti islam
5501,tolakperppuotoriter,tolak peraturan pemerintah pengganti undang undang otoriter
5502,tolakperprestka,tolak peraturan presiden tenaga kerja asing
5503,tulgung,tolong
5504,tomy,tommy
5505,tomohoninternationalflowerfestival,tomohon international flower festival
5506,topup,top up
5507,toel2in,towel towel
5508,tppilampung,tppi lampung
5509,tppisumbar,tppi sumbar
5510,trans7sahursegerr9,trans7 sahur segar
5511,tranksaksi,transaksi
5512,transaksipolitik,transaksi politik
5513,transakdional,transaksional
5514,tf,transfer
5515,transpuan,transgender perempuan
5516,transp‚,transparan
5517,troma,trauma
5518,trend,tren
5519,trendnya,trennya
5520,triliyun,triliun
5521,trilliun,triliun
5522,trilyun,triliun
5523,triliyunan,triliunan
5524,trilyunan,triliunan
5525,trump‚,trump
5526,trumph,trump
5527,tue,tua
5528,tgb,tuan guru bajang
5529,tgbpemimpinumat,tuan guru bajang pemimpin umat
5530,tgbpresiden2019,tuan guru bajang presiden 2019
5531,tgbuntukindonesia,tuan guru bajang untuk indonesia
5532,tgbforindonesia2019,tuan guru bajang untuk indonesia 2019
5533,tgbuntukindonesia2019,tuan guru bajang untuk indonesia 2019
5534,tgbzainulmajdi2019,tuan guru bajang zainul majdi 2019
5535,tuangurucabul,tuan guru cabul
5536,tuan2,tuan tuan
5537,tuamu,tuanmu
5538,tuduhannmu,tuduhanmu
5539,tugas2,tugas tugas
5540,tujuan2,tujuan tujuan
5541,tkng,tukang
5542,tukag,tukang
5543,tuker,tukar
5544,tolah,tulah
5545,tulalitt,tulalit
5546,tulang2,tulang tulang
5547,tili,tuli
5548,tulisan2,tulisan tulisan
5549,tulis2in,tuliskan
5550,tumbangkn,tumbangkan
5551,tumbangkanjokowi,tumbangkan jokowi
5552,tumbangkanjokowiradikal,tumbangkan jokowi radikal
5553,tuney,tunai
5554,tumbur,tunas
5555,thr,tunjangan hari raya
5556,tunjukin,tunjukan
5557,tunjukkan,tunjukan
5558,tunjukilah,tunjukanlah
5559,tuntuna,tuntunan
5560,trunkn,turunkan
5561,tipiwan,tvone
5562,thaad,ustaz
5563,tertanya,yang ditanyai
5564,thy,your
5565,tvshow,acara televisi
5566,uwu,ai
5567,uwuwuww,ai
5568,uyghur,ai
5569,uyhgur,ai
5570,weekend,akhir pekan
5571,uing,aku
5572,weird,aneh
5573,uanjing,anjing
5574,wasuu,anjing
5575,what,apa
5576,whatever,apapun
5577,zhong,apes
5578,zonk,apes
5579,usep,asep
5580,ulamak,astaga
5581,yok,ayo
5582,yuh,ayo
5583,yukk,ayo
5584,yukp,ayo
5585,yuks,ayo
5586,yut,ayo
5587,yuuk,ayo
5588,yuknabung,ayo menabung
5589,yukngaji,ayo mengaji
5590,yukpromosikanasiangames18,ayo promosikan asian games 2018
5591,wazhab,azab
5592,vau,bau
5593,urg,belum
5594,varokah,berkah
5595,twitteran,bermain twitter
5596,usual,biasanya
5597,umyun,buta
5598,with,dengan
5599,vilage,desa
5600,wantimpres,dewan pertimbangan presiden
5601,two,dua
5602,twice,dua kali
5603,twoshoot,dua tembakan
5604,uenak,enak
5605,yummy,enak
5606,wave,gelombang
5607,zhengting,genting
5608,wahahahaha,haha
5609,whahahaahaha,haha
5610,whuahahahah,haha
5611,wei,hai
5612,weii,hai
5613,wishnya,harapannya
5614,wey,he
5615,weyh,he
5616,yahut,hebat
5617,zz,hem
5618,yey,hore
5619,yeyy,hore
5620,ujan,hujan
5621,ujan2,hujan hujanan
5622,ummi,ibu
5623,wanna,ingin
5624,wasatiyatislam,islam moderat
5625,wife,istri
5626,tuu,itu
5627,yaap,iya
5628,yaapss,iya
5629,yao,iya
5630,yaoi,iya
5631,yee,iya
5632,yeh,iya
5633,yeho,iya
5634,yelah,iya
5635,yes,iya
5636,yeshh,iya
5637,yoj,iya
5638,yoo,iya
5639,yooa,iya
5640,yuhu,iya
5641,yuhuu,iya
5642,yui,iya
5643,yegak,iya atau tidak
5644,yebin,iya biarkan
5645,yadong,iya dong
5646,yy,iya iya
5647,yakan,iyakan
5648,yekan,iyakan
5649,yeeuh,jijik
5650,yeu,jijik
5651,yeuh,jijik
5652,yeuhh,jijik
5653,yuta,juta
5654,unnie,kakak perempuan
5655,wechooserahmah,kami pilih rahmah
5656,ur,kamu
5657,you,kamu
5658,youu,kamu
5659,wag,kekasih
5660,weaknessnya,kelemahannya
5661,why,kenapa
5662,wareg,kenyang
5663,volunteerism,kesukarelaan
5664,unfairness,ketidakadilan
5665,while,ketika
5666,typingnya,ketikannya
5667,victim,korban
5668,ucink,kucing
5669,voucher,kupon
5670,turtle,kura kura
5671,walter,laki laki
5672,vs,lawan
5673,turah,lebih
5674,weru,lihat
5675,warbiasak,luar biasa
5676,warrbisah,luar biasa
5677,wengi,malam
5678,wear,memakai
5679,videoin,memvideo
5680,win,menang
5681,typing,mengetik
5682,ungguli,mengungguli
5683,visit,mengunjungi
5684,untungkan,menguntungkan
5685,watching,menonton
5686,tutupi,menutupi
5687,tutupin,menutupi
5688,undeestimate,menyepelekan
5689,underestimate,menyepelekan
5690,waspadai,mewaspadai
5691,wawancarain,mewawancarai
5692,wasatiyah,moderat
5693,wasatiyat,moderat
5694,watasiyat,moderat
5695,zonkey,monyet
5696,winters,musim dingin
5697,uname,nama pengguna
5698,unem,nama pengguna
5699,username,nama pengguna
5700,usher,nama pengguna
5701,unamenya,nama penggunanya
5702,yawa,nyawa
5703,ui,oi
5704,uwoy,oi
5705,wo,oi
5706,woe,oi
5707,woey,oi
5708,woii,oi
5709,wooii,oi
5710,wooui,oi
5711,wooy,oi
5712,wooyy,oi
5713,woy,oi
5714,woyy,oi
5715,uke,oke
5716,villager,orang desa
5717,wonge,orangnya
5718,utak,otak
5719,uteknya,otaknya
5720,vadjadjaran,padjadjaran
5721,wahala,pahala
5722,uncle,paman
5723,vasti,pasti
5724,waiters,pelayan
5725,updaters,pembaru
5726,update,pembaruan
5727,updateannya,pembaruan
5728,ultrasnya,pendukung fanatiknya
5729,walpri,pengawal pribadi
5730,user,pengguna
5731,usage,penggunaan
5732,upgrade,peningkatan
5733,witch,penyihir
5734,wor,perang
5735,twitwor,perang twit
5736,walkout,pergi
5737,vn,pesan suara
5738,utangan,pinjaman
5739,wowo,prabowo
5740,wowok,prabowo
5741,updating,proses pembaruan
5742,udelnya,pusarnya
5743,wiig,rambut palsu
5744,umoh,rumah
5745,wrong,salah
5746,typo,salah ketik
5747,very,sangat
5748,woles,santai
5749,zapi,sapi
5750,ukhti,saudari
5751,ukhti2,saudari saudari
5752,wilujeng,selamat
5753,umpetin,sembunyikan
5754,tyap,setiap
5755,voice,suara
5756,ud,sudah
5757,udaah,sudah
5758,udab,sudah
